date,symbol,raw_return,beta_neutral_return,forward_days
2023-11-28 00:00:00-05:00,AAPL,-0.0054095525226622865,-0.30000000000000004,1
2023-11-28 00:00:00-05:00,MSFT,-0.010060192439024451,-0.6,1
2023-11-28 00:00:00-05:00,GOOGL,-0.016107857563535943,-0.8,1
2023-11-28 00:00:00-05:00,AMZN,-0.0048288883967405605,-0.19999999999999996,1
2023-11-28 00:00:00-05:00,NVDA,0.006670838218545194,0.19999999999999996,1
2023-11-28 00:00:00-05:00,META,-0.020030019684237566,-0.9,1
2023-11-28 00:00:00-05:00,TSLA,-0.010457205813430348,-0.7,1
2023-11-28 00:00:00-05:00,AMD,0.015080700808743241,0.30000000000000004,1
2023-11-28 00:00:00-05:00,INTC,0.016052411786114273,0.3999999999999999,1
2023-11-28 00:00:00-05:00,QCOM,0.01685367147019634,0.5,1
2023-11-28 00:00:00-05:00,ORCL,-0.0002580818882511604,0.0,1
2023-11-28 00:00:00-05:00,CRM,0.024142102055697556,0.8999999999999999,1
2023-11-28 00:00:00-05:00,ADBE,-0.009513560620711403,-0.5,1
2023-11-28 00:00:00-05:00,NOW,0.020579043115828144,0.6000000000000001,1
2023-11-28 00:00:00-05:00,PYPL,-0.008551393698670862,-0.4,1
2023-11-28 00:00:00-05:00,NFLX,-0.0037787005398617346,-0.09999999999999998,1
2023-11-28 00:00:00-05:00,UBER,0.003380224951093025,0.10000000000000009,1
2023-11-28 00:00:00-05:00,CRWD,0.10402635132076377,1.0,1
2023-11-28 00:00:00-05:00,SNOW,0.021976124776421635,0.8,1
2023-11-28 00:00:00-05:00,DDOG,0.021095970826113808,0.7,1
2023-11-29 00:00:00-05:00,AAPL,0.0030628058021691107,0.5,1
2023-11-29 00:00:00-05:00,MSFT,0.00015829150109070156,0.3999999999999999,1
2023-11-29 00:00:00-05:00,GOOGL,-0.01822363404903249,-0.7,1
2023-11-29 00:00:00-05:00,AMZN,-0.001571972217158657,0.0,1
2023-11-29 00:00:00-05:00,NVDA,-0.028458741140314325,-0.9,1
2023-11-29 00:00:00-05:00,META,-0.015201819891821122,-0.5,1
2023-11-29 00:00:00-05:00,TSLA,-0.016629792613843564,-0.6,1
2023-11-29 00:00:00-05:00,AMD,-0.021719780744073214,-0.8,1
2023-11-29 00:00:00-05:00,INTC,-0.005340360452395165,-0.09999999999999998,1
2023-11-29 00:00:00-05:00,QCOM,0.008912559691794275,0.6000000000000001,1
2023-11-29 00:00:00-05:00,ORCL,0.0,0.30000000000000004,1
2023-11-29 00:00:00-05:00,CRM,0.09355314807057247,1.0,1
2023-11-29 00:00:00-05:00,ADBE,-0.01033383231253826,-0.4,1
2023-11-29 00:00:00-05:00,NOW,0.010030485664294098,0.7,1
2023-11-29 00:00:00-05:00,PYPL,-0.006210119074881004,-0.19999999999999996,1
2023-11-29 00:00:00-05:00,NFLX,-0.006747838815207574,-0.30000000000000004,1
2023-11-29 00:00:00-05:00,UBER,-0.0003546180358611206,0.19999999999999996,1
2023-11-29 00:00:00-05:00,CRWD,0.010876996353875734,0.8,1
2023-11-29 00:00:00-05:00,SNOW,0.07049957127086603,0.8999999999999999,1
2023-11-29 00:00:00-05:00,DDOG,-0.000685827946919848,0.10000000000000009,1
2023-11-30 00:00:00-05:00,AAPL,0.006791123338319549,0.3999999999999999,1
2023-11-30 00:00:00-05:00,MSFT,-0.01161217959291394,-0.7,1
2023-11-30 00:00:00-05:00,GOOGL,-0.005055534082868407,-0.19999999999999996,1
2023-11-30 00:00:00-05:00,AMZN,0.006434406632690459,0.30000000000000004,1
2023-11-30 00:00:00-05:00,NVDA,-0.00010698596304992147,-0.09999999999999998,1
2023-11-30 00:00:00-05:00,META,-0.007122127800985201,-0.4,1
2023-11-30 00:00:00-05:00,TSLA,-0.005206597761023168,-0.30000000000000004,1
2023-11-30 00:00:00-05:00,AMD,0.0018982809556564728,0.0,1
2023-11-30 00:00:00-05:00,INTC,-0.021476478027801837,-0.9,1
2023-11-30 00:00:00-05:00,QCOM,0.004804255446806627,0.19999999999999996,1
2023-11-30 00:00:00-05:00,ORCL,0.008174859202532136,0.6000000000000001,1
2023-11-30 00:00:00-05:00,CRM,0.03215571070126111,0.8999999999999999,1
2023-11-30 00:00:00-05:00,ADBE,0.0023894222912321794,0.10000000000000009,1
2023-11-30 00:00:00-05:00,NOW,0.007364289475436214,0.5,1
2023-11-30 00:00:00-05:00,PYPL,0.03541053452377141,1.0,1
2023-11-30 00:00:00-05:00,NFLX,-0.017363991318294136,-0.8,1
2023-11-30 00:00:00-05:00,UBER,0.017204636176469057,0.7,1
2023-11-30 00:00:00-05:00,CRWD,-0.008270419293794795,-0.5,1
2023-11-30 00:00:00-05:00,SNOW,-0.009111208023287576,-0.6,1
2023-11-30 00:00:00-05:00,DDOG,0.017586026054084547,0.8,1
2023-12-01 00:00:00-05:00,AAPL,-0.009464522724502156,0.30000000000000004,1
2023-12-01 00:00:00-05:00,MSFT,-0.014338722643963853,-0.09999999999999998,1
2023-12-01 00:00:00-05:00,GOOGL,-0.01964200711543429,-0.4,1
2023-12-01 00:00:00-05:00,AMZN,-0.014894936132684111,-0.30000000000000004,1
2023-12-01 00:00:00-05:00,NVDA,-0.026836354275852403,-0.7,1
2023-12-01 00:00:00-05:00,META,-0.014777583342244771,-0.19999999999999996,1
2023-12-01 00:00:00-05:00,TSLA,-0.01360800559009756,0.0,1
2023-12-01 00:00:00-05:00,AMD,-0.02323090624436308,-0.5,1
2023-12-01 00:00:00-05:00,INTC,-0.031778728522081634,-0.8,1
2023-12-01 00:00:00-05:00,QCOM,0.002159227328917046,0.6000000000000001,1
