Date,Ticker,Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_20,Return_1,Volatility_10,Momentum_10,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,sentiment_score,sentiment_std,news_count
2022-01-03,AAPL,92.05,95.48,92.05,94.63,3330270,94.63,94.63,94.63,-0.010356123850787213,0.0062658117298775165,-0.005706435591250059,0.0,0.0,0.0,0.0,94.63,95.52592929112562,92.75407070887438,2.771858582251241,0.32322330470336336,0.0,0.0,0
2022-01-04,AAPL,94.15,94.15,93.52,93.65,2892792,94.14,94.14,94.53666666666666,-0.010356123850787213,0.0062658117298775165,-0.005706435591250059,0.0,-0.0781766381766289,-0.01563532763532578,-0.06254131054130312,94.14,95.52592929112562,92.75407070887438,2.771858582251241,0.32322330470336336,0.0,0.0,0
2022-01-05,AAPL,93.36,94.16,90.59,93.51,4983737,93.93,93.93,94.43888888888888,-0.0014949279231180057,0.0062658117298775165,-0.005706435591250059,0.0,-0.14970333033009808,-0.04244892817428024,-0.10725440215581784,93.93,95.15049170419138,92.70950829580863,2.440983408382749,0.327938199597076,0.0,0.0,0
2022-01-06,AAPL,92.86,92.86,89.18,89.89,2562633,92.92,92.92,94.00566137566138,-0.03871243717249495,0.019441126052755876,-0.005706435591250059,0.0,-0.4928116694209308,-0.13252147642361037,-0.36029019299732046,92.92,97.08108960089382,88.75891039910618,8.322179201787634,0.1359126706441089,0.0,0.0,0
2022-01-07,AAPL,89.84,91.7,89.84,91.19,2266362,92.574,92.574,93.73750314940791,0.014462120369340248,0.02229695513469372,-0.005706435591250059,21.52317866540939,-0.6523089531026898,-0.23647897175942625,-0.41582998134326354,92.574,96.4957751082896,88.65222489171039,7.843550216579217,0.3235492905910661,0.0,0.0,0
2022-01-10,AAPL,90.63,90.63,89.36,89.88,5372188,92.125,92.125,93.37012189708335,-0.014365610264283402,0.019456858660319386,-0.005706435591250059,17.687074709611707,-0.874338916635665,-0.364050960734674,-0.510287955900991,92.125,96.26537196396653,87.98462803603347,8.28074392793306,0.22888909263006582,0.0,0.0,0
2022-01-11,AAPL,89.96,91.4,89.96,90.88,1742908,91.94714285714285,91.94714285714285,93.13296743069446,0.011125945705384943,0.0194396215988044,-0.005706435591250059,27.544909981713204,-0.9585579602397161,-0.4829523606356825,-0.4756055996040336,91.94714285714285,95.84217754737287,88.05210816691283,7.790069380460039,0.363012406562182,0.0,0.0,0
2022-01-12,AAPL,91.65,91.74,91.61,91.71,3082187,91.9175,91.9175,92.99744672300928,0.009132922535211252,0.018710496641331814,-0.005706435591250059,34.09586030645855,-0.9474069777615313,-0.5758432840608523,-0.371563693700679,91.9175,95.52749802136867,88.30750197863134,7.2199960427373355,0.4712603720595198,0.0,0.0,0
2022-01-13,AAPL,91.94,92.45,87.86,91.43,6236635,91.86333333333333,91.86333333333333,92.84816608272268,-0.003053102169883193,0.017328302310491716,-0.005706435591250059,33.0866804812966,-0.950209974648871,-0.650716622178456,-0.299493352470415,91.86333333333333,95.25578082740012,88.47088583926654,6.784894988133573,0.4361326396221017,0.0,0.0,0
2022-01-14,AAPL,91.88,96.22,91.88,95.27,1643686,92.204,92.204,93.07881693198719,0.041999343760253716,0.022348489758662653,-0.005706435591250059,52.40601468296682,-0.6352526648067709,-0.6476238307041191,0.012371165897348213,92.204,96.0604370430057,88.34756295699428,7.712874086011425,0.8975171856572508,0.0,0.0,0
2022-01-17,AAPL,94.84,95.8,93.56,94.09,5791908,92.15,92.37545454545455,93.17512008132175,-0.01238585074000198,0.021489538927958077,-0.005706435591250059,48.135358783595606,-0.47538294724037655,-0.6131756540113706,0.1377927067709941,92.37545454545455,96.206687909648,88.5442211812611,7.662466728386903,0.7237589428210677,0.0,0.0,0
2022-01-18,AAPL,94.67,94.67,92.11,92.18,4253999,92.003,92.35916666666667,93.08034674024348,-0.020299713040705658,0.02222083560888757,-0.01569674319273895,42.52593015998462,-0.49707609789642504,-0.5899557427883816,0.09287964489195655,92.35916666666667,96.01384693705803,88.7044863962753,7.309360540782734,0.4754880518388721,0.0,0.0,0
2022-01-19,AAPL,91.82,93.31,89.41,92.32,3402305,91.884,92.35615384615386,93.0079327649822,0.0015187676285526308,0.022239218210180486,-0.012725911667201495,43.0127038619767,-0.4972393800583461,-0.5714124702423745,0.0741730901840284,92.35615384615386,95.85531125388826,88.85699643841946,6.998314815468802,0.49483392114999564,0.0,0.0,0
2022-01-20,AAPL,92.04,92.04,86.23,87.7,5694146,91.665,92.02357142857143,92.50241535879341,-0.05004332755632568,0.024540482692936162,-0.024363110468350158,33.617021069966285,-0.8602477705833991,-0.6291795303105795,-0.23106824027281958,92.02357142857143,96.20644940095697,87.84069345618589,8.365755944771081,-0.01681778157463761,0.0,0.0,0
2022-01-21,AAPL,88.15,88.15,85.59,86.0,1960614,91.146,91.622,91.883137705575,-0.019384264538198415,0.02432157683099325,-0.05691413532185541,31.115973551149352,-1.2704651959738698,-0.7574366634432376,-0.5130285325306322,91.622,96.71339442027988,86.53060557972012,10.182788840559766,-0.05210808041178515,0.0,0.0,0
2022-01-24,AAPL,86.55,86.61,85.48,86.25,3087665,90.783,91.28625,91.34664840028213,0.0029069767441860517,0.024241157972013812,-0.040387182910547326,33.27305584727716,-1.5574393589325126,-0.9174372025410926,-0.64000215639142,91.28625,96.89060009613068,85.68189990386931,11.208700192261375,0.050683851506967366,0.0,0.0,0
2022-01-25,AAPL,86.25,89.26,85.9,87.44,1639362,90.439,91.06,90.97458664787432,0.013797101449275262,0.02443840769478416,-0.03785211267605626,36.90116507698903,-1.6695992944820688,-1.067869620929288,-0.6017296735527808,91.06,96.79816608334056,85.32183391665944,11.476332166681118,0.18456820982318384,0.0,0.0,0
2022-01-26,AAPL,87.28,87.28,85.01,85.33,1802928,89.801,90.74166666666666,90.43700696712439,-0.024130832570905758,0.02477704664586438,-0.0695671137280558,39.473683955387045,-1.9067662035937474,-1.23564893746218,-0.6711172661315674,90.74166666666666,96.92922629204783,84.55410704128549,12.375119250762339,0.0626978167233993,0.0,0.0,0
2022-01-27,AAPL,85.6,87.36,85.6,86.84,3818354,89.34200000000001,90.53631578947369,90.0944348750173,0.01769600375014657,0.025975504333105047,-0.05020234058842832,40.05486942808953,-1.950395363683029,-1.3785982227063498,-0.5717971409766791,90.53631578947369,96.81036892042967,84.26226265851771,12.548106261911954,0.20542839594103984,0.0,0.0,0
2022-01-28,AAPL,86.85,87.88,86.85,87.46,1172936,88.561,90.38250000000001,89.84353631549185,0.007139567019806448,0.020819660259896428,-0.0819775375249292,44.28706297449531,-1.9128923368164124,-1.4854570455283624,-0.4274352912880499,90.38250000000001,96.64226920711266,84.12273079288735,12.519538414225309,0.2665648761715267,0.0,0.0,0
2022-01-31,AAPL,87.15,87.63,83.91,86.29,2704476,87.78099999999999,90.18761904761905,89.505104285445,-0.013377544020123366,0.020843534583537132,-0.08289935168455731,39.25058522271277,-1.9550436139230243,-1.5793743592072949,-0.37566925471572943,89.96549999999999,96.14452896476206,83.78647103523792,12.358057929524136,0.20258271801599206,0.0,0.0,0
2022-02-01,AAPL,85.84,92.11,85.84,88.97,3364785,87.46,90.13227272727273,89.45414197254547,0.031058060030130896,0.023719355526505167,-0.034823172054675666,44.09482732011741,-1.7519992456854823,-1.6138993365029324,-0.13809990918254988,89.73150000000001,95.67292026260071,83.79007973739931,11.882840525201402,0.43591599597882297,0.0,0.0,0
2022-02-02,AAPL,88.28,93.08,88.28,92.9,2552468,87.518,90.25260869565217,89.78231892754114,0.04417219287400265,0.02810770493273417,0.006282495667244481,52.73742989261676,-1.2594488233263235,-1.5430092338676107,0.2835604105412872,89.701,95.56652784002475,83.83547215997524,11.731055680049508,0.7726949805072029,0.0,0.0,0
2022-02-03,AAPL,92.97,92.97,90.27,90.64,1593270,87.812,90.26875,89.86400283920389,-0.024327233584499508,0.023760746180190622,0.03352337514253123,40.83893922764339,-1.039479702408741,-1.4423033275758368,0.4028236251670958,89.7385,95.61868716136074,83.85831283863926,11.760374322721475,0.5766557233011085,0.0,0.0,0
2022-02-04,AAPL,91.42,91.42,88.91,90.23,1925001,88.23499999999999,90.26719999999999,89.89885971166066,-0.004523389232127029,0.022603154657395153,0.049186046511628057,42.12244873889212,-0.8879998532293314,-1.3314426327065358,0.44344277947720445,89.6905,95.53637114754373,83.84462885245627,11.691742295087465,0.5461436787078934,0.0,0.0,0
2022-02-07,AAPL,87.67,87.96,87.08,87.32,5693333,88.342,90.15384615384616,89.65325402483583,-0.032250914330045566,0.025518304625366008,0.01240579710144929,40.47058801310262,-0.9913361554024078,-1.2634213372457104,0.27208518184330255,89.5625,95.50225322896944,83.62274677103056,11.879506457938874,0.3112295314674978,0.0,0.0,0
2022-02-08,AAPL,87.19,89.31,87.19,88.58,2184676,88.456,90.09555555555555,89.55103935580385,0.014429683921209469,0.025552866407277344,0.013037511436413629,42.9752063855549,-0.9604875470718781,-1.202834579210944,0.24234703213906594,89.44749999999999,95.36888275103126,83.52611724896872,11.842765502062548,0.42674852847091266,0.0,0.0,0
2022-02-09,AAPL,88.06,91.61,88.06,90.48,4024985,88.971,90.10928571428572,89.63951179810824,0.021449537141567054,0.024498877840825016,0.060353920075002954,55.81589925463491,-0.7738057308918656,-1.1170288095471284,0.3432230786552628,89.386,95.23353083293328,83.53846916706671,11.695061665866575,0.593543756438068,0.0,0.0,0
2022-02-10,AAPL,91.49,91.49,88.57,89.23,4586732,89.21000000000001,90.07896551724137,89.60051067447888,-0.01381520778072498,0.024871992966706596,0.027521879318286535,56.88699326378768,-0.7184418494871068,-1.0373114175351241,0.31886956804801736,89.276,95.04386159407636,83.50813840592363,11.53572318815273,0.4960123869782837,0.0,0.0,0
