publishedAt,text,ticker,sentiment_score
2020-01-01 00:00:00+00:00,AAPL cloud services see 16% growth,AAPL,0.13429429560238204
2020-01-01 00:00:00+00:00,MSFT autonomous vehicle program reaches milestone,MSFT,-0.023891457721155487
2020-01-01 00:00:00+00:00,MSFT autonomous vehicle program reaches milestone,MSFT,-0.06809316874726501
2020-01-02 00:00:00+00:00,AAPL autonomous vehicle program reaches milestone,AAPL,-0.07381283869481413
2020-01-03 00:00:00+00:00,GOOGL reports mixed quarterly earnings,GOOGL,0.09099224344726811
2020-01-03 00:00:00+00:00,QCOM launches new chip targeting automotive,QCOM,-0.036825620922145405
2020-01-03 00:00:00+00:00,NVDA unveils breakthrough in autonomous vehicles,NVDA,0.17997373951541312
2020-01-03 00:00:00+00:00,META announces strategic partnership with major technology company,META,0.05918829169597978
2020-01-03 00:00:00+00:00,GOOGL stock rises on product launch,GOOGL,0.31911887147744644
2020-01-03 00:00:00+00:00,META beats/misses analyst expectations for Q3,META,0.05615494766977466
2020-01-03 00:00:00+00:00,GOOGL stock up on upgrade,GOOGL,0.3382042435471043
2020-01-04 00:00:00+00:00,INTC revenue climbs 19% year-over-year,INTC,0.1696154932047854
2020-01-04 00:00:00+00:00,AMZN invests $7B in cloud computing development,AMZN,0.02201303160477204
2020-01-05 00:00:00+00:00,INTC reports weak quarterly earnings,INTC,-0.25531172340114816
2020-01-05 00:00:00+00:00,INTC announces 1 stock buyback program,INTC,0.16650694908891228
2020-01-05 00:00:00+00:00,INTC reports strong quarterly earnings,INTC,0.16199087910798685
2020-01-05 00:00:00+00:00,GOOGL announces revised guidance for next quarter,GOOGL,-0.0729949812656856
2020-01-06 00:00:00+00:00,GOOGL cloud services see 41% growth,GOOGL,0.22122044699584392
2020-01-07 00:00:00+00:00,AAPL expands operations in European market,AAPL,-0.01925238108530325
2020-01-07 00:00:00+00:00,INTC cloud services see 24% growth,INTC,0.2350800290382563
2020-01-07 00:00:00+00:00,NVDA expands operations in emerging market,NVDA,0.07951306223036889
2020-01-07 00:00:00+00:00,MSFT beats/misses analyst expectations for Q4,MSFT,-0.11128994861440968
2020-01-07 00:00:00+00:00,AMZN revenue down 24% year-over-year,AMZN,-0.20128254776798124
2020-01-08 00:00:00+00:00,AAPL announces 10 stock buyback program,AAPL,0.14420383036887047
2020-01-09 00:00:00+00:00,GOOGL announces cautious guidance for next quarter,GOOGL,-0.11735644732451428
2020-01-10 00:00:00+00:00,AMD announces cautious guidance for next quarter,AMD,-0.3174236549284693
2020-01-10 00:00:00+00:00,AMZN stock up on upgrade,AMZN,0.31285189379046335
2020-01-10 00:00:00+00:00,AMZN announces 2 stock buyback program,AMZN,0.35250429209568784
2020-01-11 00:00:00+00:00,META launches new service targeting gaming,META,0.058271479691275524
2020-01-11 00:00:00+00:00,INTC reports record quarterly earnings,INTC,0.1856746489661862
2020-01-12 00:00:00+00:00,AMD cloud services see 13% growth,AMD,0.2916024985987684
2020-01-12 00:00:00+00:00,TSLA faces regulatory scrutiny over privacy practices,TSLA,-0.5290828380984596
2020-01-14 00:00:00+00:00,AMZN invests $8B in semiconductors development,AMZN,0.03624901370113556
2020-01-14 00:00:00+00:00,AAPL AI technology shows promising results,AAPL,-0.004484324973754394
2020-01-14 00:00:00+00:00,AAPL launches new chip targeting enterprise,AAPL,-0.04033018637022226
2020-01-15 00:00:00+00:00,AMD revenue climbs 23% year-over-year,AMD,0.2860042053156866
2020-01-15 00:00:00+00:00,QCOM announces 1 stock buyback program,QCOM,0.26579053974392264
2020-01-16 00:00:00+00:00,TSLA announces 9 stock buyback program,TSLA,0.15974929581636516
2020-01-16 00:00:00+00:00,TSLA beats/misses analyst expectations for Q4,TSLA,0.04209114790594773
2020-01-16 00:00:00+00:00,Analysts upgrade AMZN with outperform rating,AMZN,0.24344098628348854
2020-01-17 00:00:00+00:00,MSFT reports strong quarterly earnings,MSFT,0.14253949062119492
2020-01-18 00:00:00+00:00,AMZN reports mixed quarterly earnings,AMZN,-0.025101302692739913
2020-01-18 00:00:00+00:00,AAPL announces 3 stock buyback program,AAPL,0.06980274364516129
2020-01-19 00:00:00+00:00,AMD faces regulatory scrutiny over privacy practices,AMD,-0.32438190287402846
2020-01-19 00:00:00+00:00,QCOM expands operations in Asian market,QCOM,-0.09942845934407554
2020-01-20 00:00:00+00:00,MSFT unveils breakthrough in semiconductors,MSFT,0.23756357975838438
2020-01-20 00:00:00+00:00,GOOGL launches new iPhone targeting automotive,GOOGL,-0.09445152120289838
2020-01-21 00:00:00+00:00,AAPL autonomous vehicle program reaches milestone,AAPL,-0.0073466959752829936
2020-01-21 00:00:00+00:00,NVDA cloud services see 15% growth,NVDA,0.2909501833187697
2020-01-21 00:00:00+00:00,QCOM stock up on earnings beat,QCOM,0.5448862144558317
2020-01-22 00:00:00+00:00,META invests $8B in semiconductors development,META,0.06017435108278196
2020-01-22 00:00:00+00:00,MSFT announces positive guidance for next quarter,MSFT,0.16038472488038252
2020-01-22 00:00:00+00:00,AMZN invests $8B in AI development,AMZN,-0.06553686226006478
2020-01-23 00:00:00+00:00,Analysts upgrade INTC with sell rating,INTC,0.1581787796530832
2020-01-23 00:00:00+00:00,META reports mixed quarterly earnings,META,-0.07305810630371674
2020-01-24 00:00:00+00:00,META announces 7 stock buyback program,META,0.19070547508738
2020-01-24 00:00:00+00:00,GOOGL AI technology shows promising results,GOOGL,-0.013732686838255986
2020-01-24 00:00:00+00:00,QCOM beats/misses analyst expectations for Q4,QCOM,0.19930464118787977
2020-01-24 00:00:00+00:00,GOOGL unveils breakthrough in AI,GOOGL,0.21039513551225647
2020-01-25 00:00:00+00:00,NVDA reports weak quarterly earnings,NVDA,-0.046206656197123996
2020-01-25 00:00:00+00:00,AMD announces 10 stock buyback program,AMD,0.2669044274417779
2020-01-26 00:00:00+00:00,AAPL announces 10 stock buyback program,AAPL,0.20482657272863375
2020-01-26 00:00:00+00:00,AMZN announces 1 stock buyback program,AMZN,0.30555512096394416
2020-01-26 00:00:00+00:00,GOOGL announces optimistic guidance for next quarter,GOOGL,0.1707258388921997
2020-01-27 00:00:00+00:00,Analysts upgrade MSFT with sell rating,MSFT,0.07754614341948277
2020-01-27 00:00:00+00:00,QCOM announces strategic partnership with major technology company,QCOM,-0.011276754724235546
2020-01-27 00:00:00+00:00,AMZN AI technology shows promising results,AMZN,-0.08719473135270095
2020-01-27 00:00:00+00:00,META beats/misses analyst expectations for Q1,META,0.012893944058119389
2020-01-28 00:00:00+00:00,AMD unveils breakthrough in semiconductors,AMD,0.25464993392564217
2020-01-28 00:00:00+00:00,QCOM beats/misses analyst expectations for Q3,QCOM,0.11190053025078989
2020-01-28 00:00:00+00:00,AMD faces regulatory scrutiny over market dominance,AMD,-0.6135178163146067
2020-01-28 00:00:00+00:00,Analysts initiate coverage on GOOGL with sell rating,GOOGL,-0.26975209770269054
2020-01-28 00:00:00+00:00,QCOM faces regulatory scrutiny over data usage,QCOM,-0.5045653033597238
2020-01-29 00:00:00+00:00,AMZN reports record quarterly earnings,AMZN,0.17191084276876578
2020-01-29 00:00:00+00:00,MSFT beats/misses analyst expectations for Q2,MSFT,-0.006303813628103533
2020-01-29 00:00:00+00:00,META unveils breakthrough in semiconductors,META,0.19932091217269277
2020-01-30 00:00:00+00:00,INTC reports mixed quarterly earnings,INTC,0.08836492607130464
2020-01-30 00:00:00+00:00,AAPL beats/misses analyst expectations for Q3,AAPL,-0.07102790010316593
2020-01-30 00:00:00+00:00,MSFT unveils breakthrough in AI,MSFT,0.2272335024538777
2020-01-30 00:00:00+00:00,INTC AI technology shows promising results,INTC,0.012198786647294485
2020-01-30 00:00:00+00:00,QCOM reports record quarterly earnings,QCOM,0.33210556160951044
2020-01-31 00:00:00+00:00,MSFT unveils breakthrough in AI,MSFT,0.10035516842038708
2020-01-31 00:00:00+00:00,Analysts downgrade AAPL with hold rating,AAPL,-0.251546356189332
2020-01-31 00:00:00+00:00,INTC launches new Surface targeting consumer,INTC,0.06096524956762489
2020-01-31 00:00:00+00:00,INTC revenue up 41% year-over-year,INTC,0.1465016742690673
2020-02-01 00:00:00+00:00,META unveils breakthrough in autonomous vehicles,META,0.1163650632332272
2020-02-02 00:00:00+00:00,INTC announces strategic partnership with major technology company,INTC,-0.03891477671763393
2020-02-02 00:00:00+00:00,AMD unveils breakthrough in autonomous vehicles,AMD,0.32759185309213745
2020-02-04 00:00:00+00:00,AMD announces 1 stock buyback program,AMD,0.170087227643196
2020-02-04 00:00:00+00:00,GOOGL beats/misses analyst expectations for Q2,GOOGL,-0.04102240075856682
2020-02-04 00:00:00+00:00,INTC reports record quarterly earnings,INTC,0.17627844498976641
2020-02-04 00:00:00+00:00,QCOM revenue rises 21% year-over-year,QCOM,0.20869327775400792
2020-02-05 00:00:00+00:00,TSLA cloud services see 15% growth,TSLA,0.28967429186883953
2020-02-05 00:00:00+00:00,AMD beats/misses analyst expectations for Q4,AMD,0.14440246361098485
2020-02-05 00:00:00+00:00,AMD announces strategic partnership with major technology company,AMD,0.0926405898956405
2020-02-05 00:00:00+00:00,NVDA expands operations in European market,NVDA,-0.061051538500994276
2020-02-05 00:00:00+00:00,QCOM announces strategic partnership with major technology company,QCOM,-0.06046299230479213
